 ,Label,Area,Mean,Min,Max,X,Y,%Area,MinThr,MaxThr,Ribo_NN_Dist,Ribo_EmpP,Ribo_CloserThanRand,Experiment
1,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376466,0.015,339.062,310,366,11.679,21.831,16.495,310,65535,0.5109559667916597,0.5278921752152752,False,Exp84_C2
2,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376467,0.085,589.775,317,892,9.403,21.984,91.753,310,65535,0.1367406303919929,0.06551853238487458,True,Exp84_C2
3,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376464,0.092,502.219,310,729,12.188,21.538,98.969,310,65535,0.08080841540334818,0.02358667165855485,True,Exp84_C2
4,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376465,0.087,525.407,319,705,12.523,21.53,93.814,310,65535,0.414754144041985,0.4092100336952452,False,Exp84_C2
5,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376470,0.029,353.2,312,403,4.344,23.016,30.928,310,65535,3.0383069298541923,0.9996256083863722,False,Exp84_C2
6,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376471,0.035,363.514,316,435,6.269,23.152,38.144,310,65535,2.850645540925773,0.9996256083863722,False,Exp84_C2
7,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376468,0.071,399.392,312,496,4.799,22.141,76.289,310,65535,3.7726951904440957,0.9996256083863722,False,Exp84_C2
8,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376469,0.028,344.897,310,386,6.442,22.672,29.897,310,65535,3.134134170708076,0.9996256083863722,False,Exp84_C2
9,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376474,0.082,461.384,313,587,10.121,23.255,88.66,310,65535,0.19405411616350712,0.12055409958816922,True,Exp84_C2
10,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376475,0.068,408.014,315,531,12.34,23.354,73.196,310,65535,0.1135077089893017,0.04754773493073755,True,Exp84_C2
11,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376472,0.059,392.129,313,513,10.922,23.163,63.918,310,65535,0.2820868660537035,0.23848745788094347,False,Exp84_C2
12,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376473,0.074,431.961,314,583,12.716,23.173,79.381,310,65535,0.33828538248053425,0.31561213028828156,False,Exp84_C2
13,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376478,0.09,473.223,315,618,10.579,23.642,96.907,310,65535,0.1851728921845726,0.11156870086110071,True,Exp84_C2
14,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376479,0.053,427.018,314,576,4.309,23.726,56.701,310,65535,2.4006965655825816,0.9996256083863722,False,Exp84_C2
15,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376476,0.04,365.905,314,435,6.64,23.551,43.299,310,65535,2.6275985233669172,0.9996256083863722,False,Exp84_C2
16,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376477,0.093,575.711,409,711,12.589,23.614,100.0,310,65535,0.2704533231446787,0.21714713590415574,False,Exp84_C2
17,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376450,0.011,327.273,310,345,10.998,19.529,11.34,310,65535,0.9565908216160128,0.8865593410707601,False,Exp84_C2
18,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376451,0.038,352.425,310,399,10.001,19.603,41.237,310,65535,0.5725006550214577,0.6050168476226132,False,Exp84_C2
19,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376448,0.035,391.973,310,500,7.183,19.153,38.144,310,65535,0.9618549786740209,0.8906776488206665,False,Exp84_C2
20,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376449,0.021,341.636,315,376,8.021,19.511,22.68,310,65535,0.0764787552199953,0.021714713590415574,True,Exp84_C2
21,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376454,0.048,386.92,311,487,6.826,20.032,51.546,310,65535,1.3799655792808758,0.9809060277049794,False,Exp84_C2
22,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376455,0.046,343.729,312,376,12.032,20.07,49.485,310,65535,0.6061501464158866,0.646948708348933,False,Exp84_C2
23,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376452,0.058,357.033,312,419,6.466,19.642,61.856,310,65535,1.6314671311430091,0.9936353425683264,False,Exp84_C2
24,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376453,0.064,395.254,310,471,9.396,19.683,69.072,310,65535,0.15307514494521984,0.08049419692998877,True,Exp84_C2
25,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376458,0.092,488.052,310,617,12.588,20.487,98.969,310,65535,0.0915478017212836,0.03070011231748409,True,Exp84_C2
26,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376459,0.091,654.463,314,1032,8.38,20.921,97.938,310,65535,1.4740101763556455,0.9865219019093973,False,Exp84_C2
27,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376456,0.051,364.377,310,421,5.753,20.247,54.639,310,65535,2.459946544134649,0.9996256083863722,False,Exp84_C2
28,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376457,0.054,378.0,312,478,12.103,20.499,57.732,310,65535,0.43382023926967683,0.43129913889928867,False,Exp84_C2
29,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376462,0.081,424.357,314,590,10.993,21.172,86.598,310,65535,0.9533110720011575,0.8846873830026207,False,Exp84_C2
30,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376463,0.067,461.529,310,644,7.756,21.185,72.165,310,65535,1.7411404308670795,0.9951329090228379,False,Exp84_C2
31,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376460,0.079,401.805,314,485,6.759,21.11,84.536,310,65535,2.1068592738956253,0.9981280419318608,False,Exp84_C2
32,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376461,0.082,398.2,310,548,5.12,21.183,87.629,310,65535,3.424735026246557,0.9996256083863722,False,Exp84_C2
33,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376498,0.035,356.0,310,409,6.457,25.049,38.144,310,65535,1.338315732553421,0.9771621115687008,False,Exp84_C2
34,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376499,0.075,434.679,319,546,7.95,25.118,80.412,310,65535,1.2848054327406921,0.9704230625233995,False,Exp84_C2
35,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376496,0.049,388.412,311,485,10.608,24.972,52.577,310,65535,0.3702931271303855,0.3597903406963684,False,Exp84_C2
36,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376497,0.091,476.568,317,591,11.227,25.035,97.938,310,65535,0.3224934107853989,0.2923998502433546,False,Exp84_C2
37,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376502,0.087,440.088,322,609,11.753,25.409,93.814,310,65535,0.09462557793746869,0.03444402845376263,True,Exp84_C2
38,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376503,0.036,375.579,319,460,6.885,25.43,39.175,310,65535,1.550561188731357,0.9891426432047922,False,Exp84_C2
39,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376500,0.021,355.318,310,403,4.719,25.334,22.68,310,65535,0.861805082370718,0.845376263571696,False,Exp84_C2
40,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376501,0.087,530.264,312,796,8.75,25.42,93.814,310,65535,0.5117040160092555,0.5297641332834144,False,Exp84_C2
41,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376506,0.093,1069.299,584,1518,4.165,25.596,100.0,310,65535,1.1436100734078907,0.9472107824784725,False,Exp84_C2
42,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376507,0.023,356.292,319,414,5.972,25.592,24.742,310,65535,0.6369466225673865,0.6780232122800449,False,Exp84_C2
43,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376504,0.093,821.412,458,1200,8.315,25.472,100.0,310,65535,0.9429846234165226,0.8794459004118308,False,Exp84_C2
44,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376505,0.03,356.29,315,409,9.769,25.497,31.959,310,65535,0.54993181395515,0.5795582178959191,False,Exp84_C2
45,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376510,0.093,835.289,473,1146,5.404,25.813,100.0,310,65535,0.053460265618495414,0.011606140022463497,True,Exp84_C2
46,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376511,0.093,810.155,387,1193,4.63,25.875,100.0,310,65535,0.6072314221118672,0.6488206664170723,False,Exp84_C2
47,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376508,0.093,701.196,338,904,9.151,25.627,100.0,310,65535,0.3914958492755722,0.381505054286784,False,Exp84_C2
48,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376509,0.082,536.376,383,647,3.658,25.751,87.629,310,65535,1.5788128451466312,0.9906402096593037,False,Exp84_C2
49,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376482,0.092,505.927,326,632,12.743,23.86,98.969,310,65535,0.3138056723515364,0.28079371022089106,False,Exp84_C2
50,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376483,0.088,472.043,312,611,11.443,23.932,94.845,310,65535,0.24070729112347233,0.17484088356420815,False,Exp84_C2
51,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376480,0.04,371.976,310,448,6.31,23.791,43.299,310,65535,2.266979047102111,0.9992512167727443,False,Exp84_C2
52,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376481,0.058,399.667,317,504,6.955,23.786,61.856,310,65535,2.5988004925349677,0.9996256083863722,False,Exp84_C2
53,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376486,0.093,611.67,363,877,11.877,24.109,100.0,310,65535,0.11002726934719216,0.04492699363534257,True,Exp84_C2
54,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376487,0.081,449.881,311,577,10.655,24.176,86.598,310,65535,0.4346078692338663,0.43204792212654436,False,Exp84_C2
55,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376484,0.035,357.973,310,420,6.059,23.991,38.144,310,65535,1.9884338057878619,0.9970048670909771,False,Exp84_C2
56,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376485,0.025,358.077,316,415,6.648,24.106,26.804,310,65535,2.159305675442917,0.9981280419318608,False,Exp84_C2
57,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376490,0.093,660.392,423,820,12.093,24.357,100.0,310,65535,0.2443808503136038,0.1785847997004867,False,Exp84_C2
58,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376491,0.093,656.557,313,916,7.386,24.388,100.0,310,65535,2.0304071020364343,0.997379258704605,False,Exp84_C2
59,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376488,0.048,356.82,310,412,3.954,24.289,51.546,310,65535,2.1375635663062735,0.9981280419318608,False,Exp84_C2
60,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376489,0.093,660.619,391,939,11.102,24.357,100.0,310,65535,0.09021086409075156,0.02995132909022838,True,Exp84_C2
61,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376494,0.082,441.259,318,592,3.781,24.888,87.629,310,65535,1.8529511596369714,0.9958816922500936,False,Exp84_C2
62,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376495,0.093,570.711,316,727,11.877,24.915,100.0,310,65535,0.36724106524189165,0.35454885810557846,False,Exp84_C2
63,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376492,0.093,582.732,365,734,11.381,24.481,100.0,310,65535,0.26342740935597236,0.20816173717708725,False,Exp84_C2
64,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376493,0.057,375.61,315,457,4.913,24.697,60.825,310,65535,1.2652339704576387,0.9681767128416323,False,Exp84_C2
65,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376402,0.015,335.312,314,361,12.357,12.837,16.495,310,65535,1.569727683389701,0.9902658180456758,False,Exp84_C2
66,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376403,0.016,340.882,310,379,9.618,12.877,17.526,310,65535,1.373213020619888,0.9809060277049794,False,Exp84_C2
67,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376400,0.093,749.464,428,1026,10.545,12.465,100.0,310,65535,1.0788475332501817,0.9288655934107076,False,Exp84_C2
68,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376401,0.037,394.897,310,490,11.393,12.61,40.206,310,65535,0.9831363079451395,0.8974166978659678,False,Exp84_C2
69,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376406,0.054,380.179,313,489,9.687,13.419,57.732,310,65535,0.9722149967985474,0.8944215649569449,False,Exp84_C2
70,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376407,0.051,363.811,310,446,9.278,13.671,54.639,310,65535,1.2341106109259408,0.9633096218644702,False,Exp84_C2
71,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376404,0.093,812.505,439,1107,10.483,13.146,100.0,310,65535,0.6076224156497179,0.649569449644328,False,Exp84_C2
72,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376405,0.02,357.476,314,405,11.197,13.183,21.649,310,65535,0.468710998377465,0.47510295769374766,False,Exp84_C2
73,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376410,0.093,876.691,400,1298,11.102,13.766,100.0,310,65535,0.26923595599399475,0.21564956944964433,False,Exp84_C2
74,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376411,0.093,1041.258,728,1322,10.638,13.797,100.0,310,65535,0.06506919393998886,0.01684762261325346,True,Exp84_C2
75,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376408,0.093,922.041,475,1181,10.824,13.642,100.0,310,65535,0.12682271089990088,0.056533133657806066,True,Exp84_C2
76,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376409,0.093,735.835,460,1020,10.297,13.735,100.0,310,65535,0.31370368184004427,0.28079371022089106,False,Exp84_C2
77,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376414,0.093,814.175,485,1009,10.917,14.014,100.0,310,65535,0.36589069406039815,0.35230250842381133,False,Exp84_C2
78,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376415,0.093,643.691,367,968,11.226,14.261,100.0,310,65535,0.3339970059746038,0.3096218644702359,False,Exp84_C2
79,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376412,0.086,449.567,313,603,11.494,13.828,92.784,310,65535,0.36053432568896954,0.34406589292399853,False,Exp84_C2
80,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376413,0.093,601.608,328,821,10.173,13.952,100.0,310,65535,0.2985649008172258,0.26432047922126545,False,Exp84_C2
81,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376398,0.054,371.125,312,460,12.152,11.761,57.732,310,65535,0.9211150851006606,0.8704605016847623,False,Exp84_C2
82,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376399,0.072,439.547,318,627,11.994,12.058,77.32,310,65535,0.8634732190404047,0.8468738300262074,False,Exp84_C2
83,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376397,0.063,416.485,310,580,11.077,11.651,68.041,310,65535,0.16244383644817145,0.08985398727068514,True,Exp84_C2
84,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376434,0.092,487.479,314,693,7.508,17.791,98.969,310,65535,1.7823540613469582,0.9955073006364658,False,Exp84_C2
85,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376435,0.024,370.48,314,433,10.966,17.917,25.773,310,65535,0.7394714328491662,0.7645076750280794,False,Exp84_C2
86,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376432,0.061,389.625,310,482,8.654,17.514,65.979,310,65535,2.026727658073476,0.997379258704605,False,Exp84_C2
87,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376433,0.082,536.471,310,817,7.139,17.785,87.629,310,65535,1.9395826870747215,0.9962560838637214,False,Exp84_C2
88,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376438,0.05,382.904,310,503,12.105,18.193,53.608,310,65535,1.1176278450360866,0.9415949082740547,False,Exp84_C2
89,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376439,0.056,406.431,310,543,10.132,18.565,59.794,310,65535,0.5890415944566221,0.6289779108947959,False,Exp84_C2
90,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376436,0.047,424.918,313,528,6.18,17.945,50.515,310,65535,2.4470884740850707,0.9996256083863722,False,Exp84_C2
91,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376437,0.007,321.143,310,331,10.474,17.947,7.216,310,65535,0.7105730082123876,0.7405466117558966,False,Exp84_C2
92,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376442,0.06,465.349,311,670,9.141,18.619,64.948,310,65535,1.242354619261345,0.9648071883189816,False,Exp84_C2
93,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376443,0.065,417.912,311,569,11.024,18.77,70.103,310,65535,0.34257991768345014,0.3208536128790715,False,Exp84_C2
94,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376440,0.091,474.947,327,663,10.606,18.563,97.938,310,65535,0.12397580409096,0.055409958816922504,True,Exp84_C2
95,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376441,0.012,344.231,314,371,11.431,18.578,13.402,310,65535,0.7129095314273752,0.7427929614376638,False,Exp84_C2
96,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376446,0.055,471.456,312,710,6.657,18.977,58.763,310,65535,1.5164514499317148,0.9880194683639086,False,Exp84_C2
97,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376447,0.092,601.51,326,816,9.431,19.094,98.969,310,65535,0.7240511031688293,0.7532759266192437,False,Exp84_C2
98,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376444,0.092,444.24,322,524,6.209,18.874,98.969,310,65535,1.9740324212129858,0.9970048670909771,False,Exp84_C2
99,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376445,0.075,489.321,314,724,7.916,18.913,80.412,310,65535,0.5889804750583831,0.6289779108947959,False,Exp84_C2
100,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376418,0.035,361.5,313,423,9.027,14.456,37.113,310,65535,1.3354107982190364,0.976787719955073,False,Exp84_C2
101,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376419,0.093,1065.536,548,1453,10.452,14.726,100.0,310,65535,0.10787029248129595,0.04342942718083115,True,Exp84_C2
102,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376416,0.093,869.907,453,1273,10.204,14.354,100.0,310,65535,0.3775976694843328,0.3672781729689255,False,Exp84_C2
103,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376417,0.093,936.113,581,1224,10.607,14.385,100.0,310,65535,0.27101660465735244,0.2175215275177836,False,Exp84_C2
104,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376422,0.08,455.88,310,669,9.324,15.476,85.567,310,65535,1.1976247325435474,0.9573193560464246,False,Exp84_C2
105,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376423,0.083,458.632,311,656,12.77,15.687,89.691,310,65535,0.4362934792086629,0.4342942718083115,False,Exp84_C2
106,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376420,0.01,345.3,319,383,8.154,14.856,10.309,310,65535,2.162601442707371,0.9981280419318608,False,Exp84_C2
107,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376421,0.092,579.844,317,891,10.547,15.097,98.969,310,65535,0.1406022759417505,0.06813927368026956,True,Exp84_C2
108,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376426,0.032,368.515,311,453,11.758,15.84,34.021,310,65535,1.2609242641808416,0.9678023212280045,False,Exp84_C2
109,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5376427,0.018,335.211,311,371,9.649,16.271,19.588,310,65535,0.9695715548632805,0.8932983901160614,False,Exp84_C2
