 ,Label,Area,Mean,Min,Max,X,Y,%Area,MinThr,MaxThr
58,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547978,0.045,205.362,170,248,20.126,7.388,58.750,170,65535
59,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547977,0.065,220.103,170,262,19.491,7.373,85.000,170,65535
60,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547976,0.077,265.587,176,367,14.834,7.371,100.000,170,65535
61,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547983,0.055,209.877,170,261,24.578,8.306,71.250,170,65535
62,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547982,0.052,196.111,170,228,16.263,8.228,67.500,170,65535
63,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547981,0.025,189.000,173,208,17.219,8.160,32.500,170,65535
64,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547980,0.069,244.931,171,294,15.481,8.004,90.000,170,65535
65,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547955,0.044,193.978,170,214,10.328,41.724,57.500,170,65535
66,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547954,0.032,192.515,170,219,10.476,41.283,41.250,170,65535
67,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547953,0.063,231.970,172,293,12.427,40.894,82.500,170,65535
68,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547952,0.035,188.757,170,209,11.638,40.311,46.250,170,65535
69,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547959,0.069,212.208,171,259,24.717,3.842,90.000,170,65535
70,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547958,0.046,207.979,173,253,22.125,3.824,60.000,170,65535
71,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547957,0.059,207.033,174,248,23.058,3.538,76.250,170,65535
72,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547956,0.075,254.692,171,332,12.230,44.284,97.500,170,65535
73,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547963,0.044,205.217,171,247,21.681,4.633,57.500,170,65535
74,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547962,0.036,187.658,170,206,20.207,4.474,47.500,170,65535
75,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547961,0.039,209.268,173,256,22.695,4.392,51.250,170,65535
76,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547960,0.070,215.329,172,268,23.350,4.282,91.250,170,65535
77,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547967,0.050,215.269,171,272,25.053,5.486,65.000,170,65535
78,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547966,0.048,202.080,171,243,19.065,5.236,62.500,170,65535
79,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547965,0.055,203.579,170,242,18.625,5.226,71.250,170,65535
80,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547964,0.052,205.648,170,250,19.698,4.876,67.500,170,65535
81,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547939,0.041,190.860,171,213,10.999,33.696,53.750,170,65535
82,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547938,0.075,225.885,177,278,9.633,33.481,97.500,170,65535
83,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547937,0.028,191.931,171,217,8.174,33.348,36.250,170,65535
84,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547936,0.070,242.425,173,320,9.365,32.921,91.250,170,65535
85,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547943,0.053,201.036,171,229,9.326,35.899,68.750,170,65535
86,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547942,0.059,196.806,170,233,7.969,35.508,77.500,170,65535
87,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547941,0.038,201.425,171,239,10.288,35.265,50.000,170,65535
88,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547940,0.041,197.814,171,232,10.486,34.380,53.750,170,65535
89,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547947,0.043,207.178,171,251,6.591,36.989,56.250,170,65535
90,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547946,0.071,279.203,170,382,5.740,36.980,92.500,170,65535
91,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547945,0.072,205.800,171,250,6.129,36.535,93.750,170,65535
92,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547944,0.072,248.053,174,322,12.576,36.327,93.750,170,65535
93,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547951,0.077,283.275,186,386,9.198,40.167,100.000,170,65535
94,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547950,0.075,223.103,170,277,9.227,37.903,97.500,170,65535
95,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547949,0.065,213.926,170,266,12.650,37.501,85.000,170,65535
96,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547948,0.024,187.160,174,200,9.867,37.006,31.250,170,65535
97,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547923,0.039,197.610,171,228,7.509,26.861,51.250,170,65535
98,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547922,0.056,211.052,170,257,10.339,26.643,72.500,170,65535
99,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547921,0.075,292.936,174,388,10.098,26.389,97.500,170,65535
100,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547920,0.073,251.026,173,324,12.484,24.968,95.000,170,65535
101,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547927,0.077,343.688,226,450,12.635,29.916,100.000,170,65535
102,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547926,0.049,206.588,170,254,4.316,29.750,63.750,170,65535
103,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547925,0.045,194.702,172,220,9.064,27.846,58.750,170,65535
104,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547924,0.075,224.833,171,261,11.833,27.406,97.500,170,65535
105,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547931,0.048,189.660,170,212,12.341,32.049,62.500,170,65535
106,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547930,0.058,225.267,175,292,9.826,31.954,75.000,170,65535
107,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547929,0.056,207.310,170,252,7.601,31.666,72.500,170,65535
108,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547928,0.074,230.623,175,276,7.088,30.787,96.250,170,65535
109,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547935,0.071,236.905,172,310,12.759,32.308,92.500,170,65535
110,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547934,0.068,236.634,175,285,6.944,32.222,88.750,170,65535
111,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547933,0.066,218.536,170,268,7.801,32.119,86.250,170,65535
112,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547932,0.043,193.378,171,221,5.561,32.149,56.250,170,65535
113,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547907,0.077,272.738,172,349,4.831,21.214,100.000,170,65535
114,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547906,0.061,224.312,172,288,12.405,20.949,80.000,170,65535
115,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547905,0.045,194.617,170,227,10.496,20.873,58.750,170,65535
116,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547904,0.039,200.122,170,237,11.795,20.667,51.250,170,65535
117,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547911,0.070,236.562,171,323,7.087,22.119,91.250,170,65535
118,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547910,0.073,244.013,170,295,11.609,21.963,95.000,170,65535
119,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547909,0.043,216.067,170,277,3.294,21.629,56.250,170,65535
120,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547908,0.057,207.356,170,262,11.198,21.478,73.750,170,65535
121,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547915,0.053,202.691,171,236,11.997,23.044,68.750,170,65535
122,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547914,0.053,204.982,170,238,11.077,23.047,68.750,170,65535
123,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547913,0.076,260.696,172,353,11.615,22.947,98.750,170,65535
124,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547912,0.030,188.161,170,210,7.217,22.775,38.750,170,65535
125,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547919,0.035,205.892,170,251,3.033,24.762,46.250,170,65535
126,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547918,0.077,321.475,201,404,10.220,24.342,100.000,170,65535
127,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547917,0.077,368.275,201,480,9.817,23.939,100.000,170,65535
128,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7547916,0.076,255.203,172,330,8.113,23.941,98.750,170,65535
129,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7548147,0.073,276.513,171,400,16.727,32.060,95.000,170,65535
130,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7548146,0.055,200.526,171,232,14.787,31.675,71.250,170,65535
131,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7548145,0.033,199.176,170,233,24.263,31.650,42.500,170,65535
132,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7548144,0.026,191.667,171,213,19.683,31.586,33.750,170,65535
133,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7548151,0.034,192.029,170,219,18.676,32.311,43.750,170,65535
134,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7548150,0.071,211.162,172,256,20.442,32.280,92.500,170,65535
135,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7548149,0.077,251.137,177,300,21.121,32.208,100.000,170,65535
136,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7548148,0.063,220.894,170,294,17.327,32.144,82.500,170,65535
137,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7548155,0.047,198.143,171,229,13.629,32.651,61.250,170,65535
138,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7548154,0.057,214.119,172,263,14.330,32.596,73.750,170,65535
139,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7548153,0.077,441.975,259,592,24.868,32.549,100.000,170,65535
140,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7548152,0.065,211.544,170,241,17.779,32.433,85.000,170,65535
141,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7548159,0.076,240.089,170,315,18.366,32.889,98.750,170,65535
142,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7548158,0.077,346.613,209,436,12.821,32.858,100.000,170,65535
143,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C5_Airyscan Processing-1.tif:ID7548157,0.044,206.304,171,246,17.387,32.719,57.500,170,65535
