 ,Label,Area,Mean,Min,Max,X,Y,%Area,MinThr,MaxThr
152,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725758,0.067,229.729,176,291,23.592,15.712,87.500,175,65535
153,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725757,0.066,221.493,176,278,13.206,15.703,86.250,175,65535
154,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725756,0.066,232.884,176,305,19.401,15.584,86.250,175,65535
155,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725755,0.076,238.038,175,281,25.087,15.361,98.750,175,65535
156,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725754,0.072,242.733,176,309,23.197,15.339,93.750,175,65535
157,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725753,0.075,276.026,182,330,19.389,15.141,97.500,175,65535
158,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725752,0.077,292.913,176,393,18.674,15.144,100.000,175,65535
159,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725735,0.029,197.633,175,225,20.191,12.362,37.500,175,65535
160,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725734,0.077,269.913,192,330,17.219,12.047,100.000,175,65535
161,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725733,0.070,231.644,177,284,17.437,11.932,91.250,175,65535
162,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725732,0.074,231.416,178,278,22.946,11.773,96.250,175,65535
163,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725731,0.048,213.160,177,255,16.561,11.630,62.500,175,65535
164,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725730,0.077,274.475,177,360,17.033,11.582,100.000,175,65535
165,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725729,0.070,246.562,179,331,19.832,11.429,91.250,175,65535
166,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725728,0.070,229.740,175,284,19.781,9.386,91.250,175,65535
167,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725743,0.077,288.413,204,346,20.409,14.494,100.000,175,65535
168,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725742,0.076,250.329,185,313,16.043,14.433,98.750,175,65535
169,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725741,0.077,376.488,225,471,13.936,14.339,100.000,175,65535
170,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725740,0.062,222.585,177,271,18.999,14.252,81.250,175,65535
171,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725739,0.075,265.090,177,317,20.069,13.909,97.500,175,65535
172,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725738,0.077,288.500,182,358,19.696,13.410,100.000,175,65535
173,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725737,0.077,353.738,229,479,20.099,12.945,100.000,175,65535
174,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725736,0.051,221.698,177,281,19.362,12.571,66.250,175,65535
175,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725911,0.052,223.444,177,278,34.775,12.747,67.500,175,65535
176,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725910,0.077,269.962,177,366,26.788,12.697,100.000,175,65535
177,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725909,0.053,208.891,175,251,36.509,12.414,68.750,175,65535
178,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725908,0.077,279.163,185,353,27.686,12.357,100.000,175,65535
179,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725907,0.060,225.000,177,287,27.050,12.284,78.750,175,65535
180,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725906,0.070,223.795,175,270,27.252,12.245,91.250,175,65535
181,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725905,0.055,219.211,179,269,27.595,11.387,71.250,175,65535
182,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725904,0.076,331.291,177,464,27.193,11.304,98.750,175,65535
183,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725919,0.069,242.889,175,312,37.578,14.315,90.000,175,65535
184,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725918,0.075,230.654,177,272,26.791,14.310,97.500,175,65535
185,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725917,0.068,235.859,176,298,34.379,14.127,88.750,175,65535
186,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725916,0.072,230.147,177,281,32.341,13.876,93.750,175,65535
187,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725915,0.019,191.900,175,211,30.387,13.715,25.000,175,65535
188,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725914,0.077,473.712,312,590,26.695,13.441,100.000,175,65535
189,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725913,0.044,200.152,175,231,32.126,13.255,57.500,175,65535
190,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725912,0.076,289.089,189,410,26.945,13.132,98.750,175,65535
191,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725895,0.060,215.937,176,265,30.582,6.771,78.750,175,65535
192,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725894,0.043,203.533,177,235,29.316,6.528,56.250,175,65535
193,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725893,0.048,207.880,177,246,29.070,6.136,62.500,175,65535
194,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725892,0.046,202.312,175,235,29.700,5.960,60.000,175,65535
195,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725891,0.075,270.513,181,343,22.827,45.213,97.500,175,65535
196,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725890,0.064,224.955,176,271,24.493,44.670,83.750,175,65535
197,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725889,0.038,197.200,175,222,24.336,43.841,50.000,175,65535
198,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725888,0.065,206.559,175,242,23.661,43.763,85.000,175,65535
199,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725903,0.077,370.788,227,522,33.199,11.087,100.000,175,65535
200,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725902,0.043,207.267,175,245,28.147,11.100,56.250,175,65535
201,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725901,0.076,253.962,178,329,35.644,10.931,98.750,175,65535
202,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725900,0.056,214.466,175,266,35.066,10.426,72.500,175,65535
203,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725899,0.048,204.280,175,240,35.929,10.098,62.500,175,65535
204,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725898,0.077,266.137,185,349,31.589,9.693,100.000,175,65535
205,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725897,0.012,183.833,177,191,37.093,8.514,15.000,175,65535
206,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725896,0.045,203.064,175,238,26.093,6.827,58.750,175,65535
207,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725943,0.077,362.500,237,443,28.337,17.095,100.000,175,65535
208,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725942,0.077,316.725,212,422,32.084,17.002,100.000,175,65535
209,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725941,0.046,221.708,176,281,37.766,16.975,60.000,175,65535
210,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725940,0.077,356.212,229,431,28.368,16.940,100.000,175,65535
211,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725939,0.077,320.800,213,430,38.154,16.909,100.000,175,65535
212,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725938,0.077,300.337,227,362,32.270,16.785,100.000,175,65535
213,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725937,0.073,228.803,175,277,36.351,16.752,95.000,175,65535
214,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725936,0.074,262.468,181,349,28.242,16.604,96.250,175,65535
215,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725951,0.073,254.053,181,318,28.282,17.467,95.000,175,65535
216,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725950,0.077,316.538,198,396,34.035,17.467,100.000,175,65535
217,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725949,0.076,249.038,177,324,28.896,17.467,98.750,175,65535
218,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725948,0.077,287.700,200,366,32.827,17.343,100.000,175,65535
219,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725947,0.068,236.873,175,316,33.487,17.311,88.750,175,65535
220,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725946,0.060,270.159,176,384,31.363,17.233,78.750,175,65535
221,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725945,0.076,244.709,177,296,32.642,17.128,98.750,175,65535
222,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725944,0.050,222.500,177,283,29.476,17.119,65.000,175,65535
223,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725927,0.077,288.475,180,382,26.417,15.485,100.000,175,65535
224,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725926,0.061,231.016,177,290,35.092,15.181,80.000,175,65535
225,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725925,0.077,256.762,190,330,38.340,15.082,100.000,175,65535
226,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725924,0.051,209.283,175,256,37.385,15.069,66.250,175,65535
227,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725923,0.077,276.788,178,346,35.769,14.896,100.000,175,65535
228,MAX_20240816_Exp84_RNA-FISH_Cytb_CF610_MRPL45_488_GVBD_C2_Airyscan Processing-1-1.tif:ID5725922,0.077,271.300,180,344,29.483,14.679,100.000,175,65535
