 ,Label,Area,Mean,Min,Max,X,Y,%Area,MinThr,MaxThr
1103,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311800,0.060,821.667,664,976,20.365,35.836,71.250,662,65535
1104,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311803,0.084,1060.237,775,1327,23.790,35.993,100.000,662,65535
1105,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311802,0.055,870.808,671,1134,26.160,35.952,65.000,662,65535
1106,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311805,0.047,789.222,666,948,19.134,36.037,56.250,662,65535
1107,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311804,0.064,897.049,680,1115,25.446,36.000,76.250,662,65535
1108,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311807,0.054,813.118,664,947,18.089,36.079,63.750,662,65535
1109,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311806,0.083,1089.671,697,1300,24.049,36.028,98.750,662,65535
1110,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311745,0.033,841.323,665,1079,30.059,32.835,38.750,662,65535
1111,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311744,0.021,692.150,663,736,23.638,32.832,25.000,662,65535
1112,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311747,0.056,939.491,699,1155,22.989,33.014,66.250,662,65535
1113,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311746,0.039,757.568,662,881,29.289,32.865,46.250,662,65535
1114,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311749,0.007,689.286,676,713,30.654,33.089,8.750,662,65535
1115,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311748,0.084,1048.588,689,1289,17.818,33.072,100.000,662,65535
1116,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311751,0.057,843.037,665,1059,17.021,33.227,67.500,662,65535
1117,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311750,0.021,806.300,681,938,20.489,33.204,25.000,662,65535
1118,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311753,0.058,800.836,667,957,27.653,33.272,68.750,662,65535
1119,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311752,0.012,689.091,662,718,21.756,33.269,13.750,662,65535
1120,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311755,0.055,745.904,666,850,29.859,33.389,65.000,662,65535
1121,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311754,0.065,866.565,663,1079,20.821,33.302,77.500,662,65535
1122,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311757,0.079,871.307,664,1073,18.505,33.627,93.750,662,65535
1123,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311756,0.084,1413.775,864,1794,28.496,33.494,100.000,662,65535
1124,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311759,0.042,787.950,667,965,22.948,33.694,50.000,662,65535
1125,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311758,0.040,811.605,665,1041,18.005,33.687,47.500,662,65535
1126,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311761,0.073,1028.623,697,1300,28.090,33.767,86.250,662,65535
1127,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311760,0.084,1559.925,807,1978,28.561,33.722,100.000,662,65535
1128,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311763,0.018,719.353,666,797,24.990,33.910,21.250,662,65535
1129,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311762,0.006,698.833,663,724,17.591,33.900,7.500,662,65535
1130,MAX_20241221_Exp97_RNA-FISH_Cytb_CF610_MRPL45_488_2cell_C5_Airyscan Processing-1.tif:ID48311765,0.016,735.267,670,793,29.337,34.010,18.750,662,65535
